id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants_category,participants,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7,sources,notes,entities,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Coordinates0,Latitude0,Longitude0,Coordinates1,Latitude1,Longitude1,Coordinates2,Latitude2,Longitude2,Coordinates3,Latitude3,Longitude3,Coordinates4,Latitude4,Longitude4,Coordinates5,Latitude5,Longitude5,Coordinates6,Latitude6,Longitude6,Coordinates7,Latitude7,Longitude7,Coordinates8,Latitude8,Longitude8,Coordinates9,Latitude9,Longitude9,Coordinates10,Latitude10,Longitude10,Coordinates11,Latitude11,Longitude11,Coordinates12,Latitude12,Longitude12,Coordinates13,Latitude13,Longitude13,Coordinates14,Latitude14,Longitude14,Coordinates15,Latitude15,Longitude15,Coordinates16,Latitude16,Longitude16,Coordinates17,Latitude17,Longitude17,Coordinates18,Latitude18,Longitude18
5601990004,South Africa,560,1990,Africa,1,4,19.0,1.0,1990.0,19.0,1.0,1990.0,0.0,Johannesburg,100-999,150,anti apartheid activists,"political behavior, process",,,,crowd dispersal,beatings,,,,,,"violent demonstration puts tour in doubt the times, january 20, 1990, saturday, sport, 597 words, from richard streeton, johannesburg ;","two hours before mike gatting s team of english cricketers had even arrived yesterday, the south african police used alsatian dogs and tear gas to disperse about 150 anti apartheid demonstrators outside the main building at jan smuts airport outside johannesburg. this early violence of the sort that the south african cricket authorities had dreaded and the protesters had hoped to avoid must surely have put the future of the tour in immediate jeopardy. mrs winnie mandela, the wife of the jailed african national congress leader, was among the protesters who arrived in buses at the airport. the protesters were given one minute to disperse, but almost immediately, eye witnesses said, the tear gas sprays were fired at them and they were harassed by the dogs and hit by batons.",'Johannesburg',"'Johannesburg',South Africa",,,,,,,,,,,,,,,,,,,"Johannesburg, Gauteng",-26.204909999999927,28.04006000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990005,South Africa,560,1990,Africa,1,5,25.0,1.0,1990.0,25.0,1.0,1990.0,1.0,Carletonville,5000-10000,5000,anti apartheid activists,"political behavior, process",,,,killings,shootings,crowd dispersal,,,,,"bush aide optimistic on south african shift the new york times, january 25, 1990, thursday, late edition final, section a; page 14, column 1; foreign desk, 257 words, special to the new york times pretoria gets u.s. promise on sanctions; end of measures linked to reforms the washington post, january 25, 1990, thursday, final edition, first section; page a29, 591 words, david b. ottaway, washington post foreign service ;","mr. cohen summarized his impressions in a statement saying he thought both the government and the anti apartheid movement were making commitments to negotiations. hours before he spoke, the police opened fire on a crowd in a black township, killing two people and wounding two others after a crowd of about 5,000 gathered outside the mining town of carletonville, 50 miles southwest of johannesburg, to protest the death of a 17 year old black youth. according to a police report, police fired tear gas and birdshot at demonstrators, who were throwing stones at them and their cars after attending a rally to protest the death in police custody last week of a 16 year old black. two men were killed and at least three others wounded, the report said.",'Carletonville',"'Carletonville',South Africa",,,,,,,,,,,,,,,,,,,"Carletonville, West Rand, Gauteng",-26.36800999999997,27.394540000000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990006,South Africa,560,1990,Africa,1,6,5.0,2.0,1990.0,5.0,2.0,1990.0,1.0,Tembisa Township,100-999,100+,anti apartheid activists,"political behavior, process",,,,crowd dispersal,,,,,,,"clashes in black areas dim south african joy the new york times, february 6, 1990, tuesday, late edition final, section a; page 6, column 1; foreign desk, 919 words, by john f. burns, special to the new york times ;","angry clashes broke out today between police and demonstrators in a black township near here, and anti apartheid violence continued in black residential areas elsewhere, underscoring the uncertainty that has overtaken south africa in the wake of measures announced on friday by president f.w. de klerk. the day s events marked an apparent shift in the national mood. the euphoria that swept the country after mr. de klerk told parliament that the government had lifted bans on the african national congress and other leading anti apartheid groups gave way to concern on the part of many blacks and whites that the government s program might prove too limited to draw its black opponents into the negotiations over the country s future. as maneuvering continued over terms set by the congress and its leaders for entering political talks, an anti apartheid protest erupted into violence in tembisa, one of the biggest black townships that ring johannesburg. all day, and into the night, heavily armed police officers fired tear gas canisters into crowds of young blacks protesting, among other things, mr. de klerk s failure to include some tembisa residents in the amnesty he declared for banned and restricted persons in his speech to parliament. the violence in tembisa came as gangs of black youths threw stones, set fire to tires and mounted an arson attack on the home of tembisa s mayor. doctors at a local hospital said that at least 18 blacks were injured, including an 8 month old infant. given how long the clashes between protesters and police occurred, as well as the police s response, this protest is believed to have at least 100 participants.",'Tembisa Township',"'Tembisa Township',South Africa",,,,,,,,,,,,,,,,,,,"Tembisa, Ekurhuleni Metropolitan Municipality, Gauteng",-25.99635999999998,28.226800000000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990007,South Africa,560,1990,Africa,1,7,14.0,2.0,1990.0,14.0,2.0,1990.0,0.0,National,>10000,10000s,black demonstrators,"political behavior, process",,,,ignore,,,,,,,"black conflict threatens to ignite south african tinderbox the times, february 15, 1990, thursday, overseas news, 1239 words, r.w.johnson, durban ;","tens of thousands of blacks joined protest marches in south africa yesterday as police reported the deaths of 13 more people in violence following the release of mr nelson mandela. the state run south african broadcasting corporation estimated that 100 blacks have died since mr mandela was released on sunday. four of yesterday s deaths occurred in two black townships in natal province, while nine died in kwanobuhle, near uitenhage in the cape province. this rising violence, in natal especially, is casting a dark and growing shadow over the land. about 3,000 blacks have already died in the savage fighting, and well over 100,000 have been made homeless. feelings run high, and the story you get depends on who you listen to.",'National',"'National',South Africa",,,,,,,,,,,,,,,,,,,National,-23.908329999999978,29.45685000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990008,South Africa,560,1990,Africa,1,8,15.0,2.0,1990.0,15.0,2.0,1990.0,0.0,Pretoria,>10000,15000,right wing whites,"political behavior, process",,,,ignore,,,,,,,"de klerk policy condemned at white rally in pretoria the new york times, february 16, 1990, friday, late edition final, section a; page 2, column 1; foreign desk, 914 words, by john f. burns, special to the new york times right wing afrikaners pledge to fight reforms the times, february 16, 1990, friday, overseas news, 500 words, from gavin bell, pretoria ;","about 15,000 people, one of the largest crowds to attend any white political gathering in south africa in years, turned out today for a right wing rally in protest against the government s actions in freeing nelson mandela and legalizing the african national congress. the rally was called by the opposition conservative party, which has vowed to arouse white anger against president f. w. de klerk and to unseat him at the next election, or at least to defeat any plan he may bring forward in a referendum to transfer a share of power to blacks. although the rally was peaceful, with only a few police officers on hand at the edges of the crowd, the mood was one of bitterness and determination, as mr. treurnicht expressed it, to see that the wagon wheel of afrikaner history rolls forward and crushes any attempt to deprive whites of their right to rule themselves. thousands of afrikaners brought traffic in pretoria to a standstill yesterday with a huge demonstration denouncing president de klerk, and vowing to begin their own freedom struggle . official permission had been granted for the demonstration, and police lining the street and observing the proceedings from side streets did not intervene.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990009,South Africa,560,1990,Africa,1,9,26.0,2.0,1990.0,4.0,3.0,1990.0,0.0,National,100-999,340,prisoners,"political behavior, process",,,,ignore,,,,,,,"cape town prisoners begin hunger strike the new york times, february 27, 1990, tuesday, late edition final, section a; page 10, column 4; foreign desk south african political prisoners fasting the new york times, march 5, 1990, monday, late edition final, section a; page 6, column 1; foreign desk, 768 words, by christopher s. wren, special to the new york times ;","about 340 prisoners at robben island prison off cape town began a hunger strike yesterday. outside parliament in cape town, about 30 relatives of prisoners demonstrated in conjunction with the strike. the prisoners say they should be released because the groups to which they belong are now legal. the south african government said it will not free prisoners convicted of violent crimes. several hundred south african political prisoners have begun a hunger strike to force president f. w. de klerk to release them under a general amnesty that could strengthen the negotiating position of the african national congress. the hunger strike was started a week ago by 343 prisoners at robben island, the country s highest security prison, and has spread since to include some convicts elsewhere, including several whites jailed in pretoria. in a rare display of political unity, the strikers include members of the african national congress, the rival pan africanist congress and the black consciousness movement. in a statement said to have been smuggled from robben island, the hunger strikers defined as political prisoners all incarcerated people who have engaged themselves in various ways in the struggle against the system of apartheid, its various structures and forces of reaction whose role is to maintain and sustain the apartheid system.",'National',"'National',South Africa",,,,,,,,,,,,,,,,,,,National,-23.908329999999978,29.45685000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990010,South Africa,560,1990,Africa,1,10,7.0,3.0,1990.0,7.0,3.0,1990.0,0.0,Katlehong,2000-4999,1000s,katlehong residents,"price increases, tax policy",,,,shootings,,,,,,,"homelands system facing collapse as violence spreads the times, march 8, 1990, thursday, overseas news, 505 words, from gavin bell, pretoria ;","the unrest is spreading to black townships within south africa, notably katlehong on the east rand and khutsong in the western transvaal. at least 28 people were injured in katlehong yesterday when riot police fired shotguns to disperse thousands of residents demanding lower rents and electricity tariffs.",'Katlehong',"'Katlehong',South Africa",,,,,,,,,,,,,,,,,,,"Katlehong, Ekurhuleni, Gauteng",-26.348509999999976,28.17023000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990011,South Africa,560,1990,Africa,1,11,7.0,3.0,1990.0,7.0,3.0,1990.0,1.0,Garankuwa Township,>10000,50000-120000,bophuthatswana residents,"political behavior, process","price increases, tax policy",removal of politician,,shootings,killings,crowd dispersal,,,,,"homelands system facing collapse as violence spreads the times, march 8, 1990, thursday, overseas news, 505 words, from gavin bell, pretoria african congress faulted on unrest the new york times, march 9, 1990, friday, late edition final, section a; page 3, column 1; foreign desk, 757 words, by christopher s. wren, special to the new york times south african violence nears level in black uprising of 80s; leaders of both races cannot restore calm the washington post, march 10, 1990, saturday, final edition, first section; page a1, 955 words, david b. ottaway, washington post foreign service ;","rioting spread yesterday from ciskei to bophuthatswana, where seven people were reported killed and hundreds wounded in clashes with territorial security forces firing live ammunition and tear gas from armoured vehicles. president de klerk said on state television last night that troops would be sent to bophuthatswana if necessary, in consultation with its government. he was determined to pursue his liberal reforms, but they required stability, and steps would be taken to prevent the country from sliding into anarchy and chaos. as in ciskei, where an army officer who staged a coup last weekend is calling for reintegration in south africa, the demonstrators in bophuthatswana were demanding an end to their illusory independence. the violence flared after an estimated 50,000 people converged on a magistrate s court in garankuwa township, near pretoria, to demand the immediate resignation of mr mangope. within minutes of bophuthatswana security forces arriving on the scene, pitched battles broke out and spread throughout the township. the latest outburst of violence occurred yesterday here in garankuwa, a crowd of as many as 120,000 demonstrators complaining about living conditions tried to deliver their grievances to a magistrate and clashed with homeland police. at least seven people were killed. the garankuwa hospital reported today that it had treated 350 injured people, most of them for gunshot wounds. many protests are against electricity and water rates, house rents and education issues that have sent hundreds of thousands of blacks into the streets to march on local town halls or government offices in scores of townships. but some marches have degenerated into violence as youthful bands heading home begin throwing rocks at the police.",'Garankuwa Township',"'Garankuwa Township',South Africa",,,,,,,,,,,,,,,,,,,"Ga-Rankuwa, Tshwane, Gauteng",-25.562989999999957,28.036860000000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990012,South Africa,560,1990,Africa,1,12,26.0,3.0,1990.0,26.0,3.0,1990.0,1.0,Sebokeng,>10000,10000s,sebokeng residents,"political behavior, process","price increases, tax policy",removal of politician,,crowd dispersal,shootings,killings,,,,,"8 die as south african police fire on protesters in black township the new york times, march 27, 1990, tuesday, late edition final, section a; page 3, column 1; foreign desk, 451 words, reuters deaths threaten pretoria talks the times, march 27, 1990, tuesday, overseas news, 325 words, from gavin bell, johannesburg eight die as south africa police fire on black marchers the times, march 27, 1990, tuesday, overseas news, 615 words, from gavin bell, johannesburg mandela s group calls off talks the new york times, april 1, 1990, sunday, late edition final, section 1; part 1, page 15, column 1; foreign desk, 864 words, by christopher s. wren, special to the new york times ;","the south african police opened fire today on black anti apartheid and hospital workers reported that eight people were killed and hundreds wounded. the police said they could not confirm any deaths in the clash in the black township of sebokeng, south of johannesburg, where thousands of residents had taken to the streets to protest high rents and racially segregated housing. witnesses said the police opened fire with rubber bullets and shotguns after the protest march was declared illegal under south africa s three year old state of emergency. bloodstained protesters were guarding roadblocks, they said, as men in civilian clothes drove through the township in unmarked cars shooting at random. most of the casualties were in sebokeng, south of the johannesburg, which resembled a battlefield after police opened fire with shotguns on tens of thousands of people protesting against high rents and racially segregated town councils. the order to fire was given by senior officers at the scene when the crowd ignored a judicial ban on the demonstration. witnesses said the crowd fled in panic when the police opened fire, and shortly afterwards the local police station was pelted with stones and the town council offices were set on fire. a hospital employee identified one of the dead as a girl, aged 14, and said hundreds had been wounded by shotgun fire. many, the employee said, had been shot in the back. on monday, the police in sebokeng, a black township 50 miles south of johannesburg, fired tear gas, shotgun and rubber bullets to disperse a crowd of thousands who had gathered to deliver a petition complaining about living conditions in their township and demanding the resignation of municipal council. a local magistrate had previously denied permission for the march.",'Sebokeng',"'Sebokeng',South Africa",,,,,,,,,,,,,,,,,,,"Sebokeng, Sedibeng, Gauteng",-26.58096999999998,27.857090000000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990013,South Africa,560,1990,Africa,1,13,29.0,3.0,1990.0,29.0,3.0,1990.0,0.0,Pretoria,2000-4999,1000s,municipal workers,"political behavior, process",,,,arrests,crowd dispersal,,,,,,"mandela and buthelezi to meet on black violence the washington post, march 30, 1990, friday, final edition, first section; page a19, 627 words, david b. ottaway, washington post foreign service ;","today, thousands of postal, rail and municipal employees, including 200 suspended workers from the johannesburg prison, marched here and in pretoria to protest government plans to turn many state run services over to the private sector. the socialist oriented black unions oppose the plan on ideological grounds and also fear it will mean loss of jobs. in pretoria, police broke up the march in the city center using dogs and tear gas and arrested 39 union members. the march here took place without incident.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990014,South Africa,560,1990,Africa,1,14,19.0,4.0,1990.0,19.0,4.0,1990.0,0.0,Rammulotsi Township,100-999,400,black youth activists,"political behavior, process",removal of politician,,,shootings,killings,crowd dispersal,,,,,"fugitive extremist in coup threat against pretoria the times, april 20, 1990, friday, overseas news, 519 words, from gavin bell, johannesburg south african police kill 4 demonstrators the new york times, april 20, 1990, friday, late edition final, section a; page 2, column 3; foreign desk, 217 words, reuters evolution in europe; riots hit pretoria township where police killed 5 the new york times, april 21, 1990, saturday, late edition final, section 1; page 5, column 1; foreign desk, 669 words, by christopher s. wren, special to the new york times ;","in the orange free state yesterday, police shot dead four boys, said by activists to be aged under 16, and wounded at least one person in a black township near viljoenskroon. a police spokesman said the police had used shotguns and rubber bullets after a crowd ignored warnings to disperse and threw stones at a police patrol. black anti apartheid campaigners in rammulotsi township in the orange free state said the police opened fire on a peaceful demonstrtion, killing four youths and wounding 19. local black anti apartheid campaigners, reached by telephone in nearby kroonstad, said that about 400 youths, mainly of high school age, were marching peacefully, singing and chanting, when police officers in a van pulled across their path, got out and opened fire without warning. four victims died at the scene after the police opened fire on a crowd that had gathered to demand the resignation of the township s council. a fifth person died at a nearby hospital.",'Rammulotsi Township',"'Rammulotsi Township',South Africa",,,,,,,,,,,,,,,,,,,"Rammulotsi, Fezile Dabi, Free State",-27.18796999999995,26.95392000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990015,South Africa,560,1990,Africa,1,15,20.0,4.0,1990.0,20.0,4.0,1990.0,1.0,Rammulotsi Township,100-999,100s,youths,police brutality,,,,crowd dispersal,,,,,,,"evolution in europe; riots hit pretoria township where police killed 5 the new york times, april 21, 1990, saturday, late edition final, section 1; page 5, column 1; foreign desk, 669 words, by christopher s. wren, special to the new york times anc condemns killing of teenagers by police; 5 shot as they emerged from school the washington post, april 21, 1990, saturday, final edition, first section; page a15, 560 words, david b. ottaway, washington post foreign service ;","riots shook the black township of rammulotsi in the orange free state today after five youths were shot to death by the police on thursday. in response, youths today set fire to at least two houses and a funeral home owned by two of the township councilors. the police guarded the property of five other councilors. the police rode through the shabby township in an armored car, chasing rioters and firing tear gas. the youths emerged from behind rows of small houses to pelt the armored car ineffectually with rocks and stones. police and hundreds of youth clashed throughout the day today in this orange free state township outside of viljoenskroon, 125 miles southwest of johannesburg. youth threw stones at two police armored cars that patroled the streets. occasionally, white and black policemen emerged from the hippos, as they are known, to shoot tear gas canisters and rubber bullets to disperse the crowds. but today no shotguns were used by police, local residents said.",'Rammulotsi Township',"'Rammulotsi Township',South Africa",,,,,,,,,,,,,,,,,,,"Rammulotsi, Fezile Dabi, Free State",-27.18796999999995,26.95392000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990016,South Africa,560,1990,Africa,1,16,20.0,5.0,1990.0,20.0,5.0,1990.0,1.0,Thabong Township,1000-1999,1500,miners and youths,"political behavior, process",,,,crowd dispersal,killings,shootings,,,,,"three blacks killed as police fire on crowd in s. africa the washington post, may 21, 1990, monday, final edition, first section; page a15, 300 words, david b. ottaway, washington post foreign service pretoria looks at township changes the new york times, may 22, 1990, tuesday, late edition final, section a; page 3, column 4; foreign desk, 548 words, by christopher s. wren, special to the new york times troops surround riot township the times, may 22, 1990, tuesday, overseas news, 563 words, from gavin bell, johannesburg ;","three blacks were killed today and scores of others were injured in a confrontation with police in thabong township near the racially tense mining town of welkom, according to police, hospital and other sources there. police fired on a crowd emerging from a public meeting where a decision had been made to end a nearly two week old black boycott of white businesses in welkom, according to the first sketchy reports of the incident. it was not immediately clear why police had fired on the crowd, but the south african press association sapa reported that stones had been thrown and property set on fire in the township. welkom hospital officials said 12 other blacks had been admitted with birdshot or rubber bullet wounds. the government announcement came a day after an eruption of violence between blacks and police officers in thabong, a township near the mining town of welkom in the orange free state. the toll in that incident, in which the police fired on a crowd of black protesters, reached 7 dead and 40 wounded today. the violence erupted in thabong on sunday, shortly after a community meeting decided to suspend a black boycott of white businesses in the adjacent gold mining town of welkom. as the rally dispersed, about 1,000 miners and 500 youths formed a procession, apparently intending to march to the town. police allowed the workers to catch transport to mine hostels, but ordered the youths back into the township. angered by the decision to lift the boycott and by police action, the youths began attacking police vehicles with stones and petrol bombs. a police spokesman said tear gas, rubber bullets and birdshot were fired at mobs which set fire to buildings and built roadblocks of burning tyres.",'Thabong',"'Thabong',South Africa",,,,,,,,,,,,,,,,,,,"Thabong, Lejweleputswa, Free State",-27.968029999999942,26.793670000000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990017,South Africa,560,1990,Africa,1,17,26.0,5.0,1990.0,26.0,5.0,1990.0,0.0,Pretoria,>10000,60000,white conservatives,"political behavior, process",,,,ignore,,,,,,,"60,000 afrikaners protest de klerk s dialogue with anc the washington post, may 27, 1990, sunday, final edition, first section; page a29, 1033 words, david b. ottaway, washington post foreign service ;","south african proponents of apartheid held the largest gathering of whites in nearly three decades today and heard conservative party leader andries treurnicht call for the ouster of president frederik w. de klerk and the establishment of an all white state. treurnicht warned de klerk that south african conservatives are not about to accept black majority rule without bitter struggle and demanded recognition for our right to our own territory and the right to rule ourselves. the rally, held beneath the imposing afrikaner voortrekker monument on a knoll outside pretoria, drew an estimated 60,000 right wing and conservative whites strongly opposed to de klerk s policies of legalizing the african national congress and other anti apartheid groups and opening negotiations with them for an end to the apartheid policies of racial segregation and white domination. massed below the voortrekker monument, which marks the boer trek northward from the british ruled cape colony in the 1830s, the demonstrators were asked by one speaker whether they wanted de klerk to negotiate on their behalf. no, no, no, no, they shouted back. the gathering, attended by many extended white families, from grandparents to small babies in carriages, was a measure of the considerable white resistance de klerk is certain to face as he presses forward with his announced plans to phase out apartheid legislation and pursue talks with black leaders.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990018,South Africa,560,1990,Africa,1,18,8.0,7.0,1990.0,8.0,7.0,1990.0,1.0,Mamelodi Township,1000-1999,1000,black residents,"price increases, tax policy",,,,crowd dispersal,,,,,,,"pretoria arrests 9 right wingers the new york times, july 9, 1990, monday, late edition final, section a; page 3, column 1; foreign desk, 642 words, by christopher s. wren, special to the new york times ;","tonight, the police also reported that tear gas and rubber bullets were used to disperse 1,000 blacks in the township of mamelodi east of pretoria. the police said the crowd had been burning vehicles, setting fire to trash and throwing firebombs and stones. a police spokesman said he had no information about any injuries. however, moses chikane, an official of the united democratic front, said that more than 100 people were injured in the confrontation with police, who he said surrounded a soccer stadium where a public meeting was held to discuss a rent boycott. mr. chikane charged that the police had blocked the main entrance to the stadium and then fired tear gas into the crowd. he said the united democratic front would formally protest the incident to mr. vlok. the south african press association quoted a spokeswoman for two local hospitals as confirming that more than 100 people had been admitted for treatment.",'Mamelodi Township',"'Mamelodi Township',South Africa",,,,,,,,,,,,,,,,,,,"Mamelodi, Tshwane, Gauteng",-25.723549999999932,28.41089000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990019,South Africa,560,1990,Africa,1,19,8.0,8.0,1990.0,10.0,8.0,1990.0,1.0,"Port Elizabeth, Uitenhage",100-999,100s,port elizabeth residents,"price increases, tax policy",,,,arrests,killings,shootings,,,,,"at least 30 killed in clashes with riot police in south africa the new york times, august 10, 1990, friday, late edition final, section a; page 3, column 1; foreign desk township riots toll rises to 33 the times, august 10, 1990, friday, overseas news, 419 words, from ray kennedy in johannesburg pretoria sends troops to aid in fighting unrest in south the new york times, august 11, 1990, saturday, late edition final, section 1; page 3, column 5; foreign desk, 493 words, by alan cowell, special to the new york times riots spread in s. africa; week s death toll put at 42 the washington post, august 11, 1990, saturday, final edition, first section; page a17; around the world, 110 words, from news services;","riot police attempting to arrest two protesters yesterday during clashes that took at least 30 lives in port elizabeth, in a neighborhood set aside by apartheid legislation for persons of mixed racial descent. at least 33 people have been killed and more than 100 injured in riots sweeping through coloured areas of port elizabeth in south africa for the past three days, according to police figures yesterday. one of the dead was a baby shot in its mother s lap. rampaging mobs, fuelled on looted drink, have set fire to entire blocks of indian and chinese owned shops in the city s northern areas. the disturbances have caused millions of pounds of damage to shops, factories and schools, the government said. the rioters have proclaimed one district, the chatty area, an anc liberated zone , but the anc strongly denied that it was involved. the violence has been triggered by rent increases and a critical housing shortage in an area of high unemployment. in port elizabeth, police said 32 shops, six houses, two factories, a church, three schools and 41 police vehicles had been destroyed by fire as hundreds of protesters and rioters set up blazing barricades, stoned police and drew police and army fire. witnesses contacted by telephone said many of the properties damaged or destroyed had been linked to mr. hendrickse s labor party, accused by its critics of collaborating with apartheid by participating in the segregated three chamber parliament. rioting spread from port elizabeth to neighboring uitenhage yesterday, and south african police said 42 people had been killed since monday. maj. bill dennis said police and soldiers worked through the night to bring rioting under control in mixed race, or colored, areas of port elizabeth, a coastal city in eastern cape province. but he said the violence spread to the neighboring car making town of uitenhage, about 20 miles away, where black and colored crowds burned and looted shops.","'Port Elizabeth', 'Uitenhage'","'Port Elizabeth',South Africa","'Uitenhage',South Africa",,,,,,,,,,,,,,,,,,"Port Elizabeth, Nelson Mandela Bay, Eastern Cape",-33.96237999999994,25.623260000000073,"Uitenhage, Nelson Mandela Bay Metropolitan Municipality, Eastern Cape",-33.75756999999993,25.397100000000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990020,South Africa,560,1990,Africa,1,20,18.0,8.0,1990.0,18.0,8.0,1990.0,0.0,Vereeniging,>10000,15000,black anti apartheid activists,"political behavior, process",,,,ignore,,,,,,,"blacks march in an afrikaner suburb the new york times, august 19, 1990, sunday, late edition final, section 1; part 1, page 3, column 1; foreign desk, 723 words, by alan cowell, special to the new york times ;","andre erasmus peered down the broad, straight road outside his tin roofed home in a whites only suburb here and gazed with a baleful eye on the advance of 15,000 black protest marchers, chanting through the dust clouds raised by many stamping feet. the unprecedented march by blacks through white suburbs in this conservative town south of johannesburg, he said, shows that the a.n.c. is winning in its campaign to end apartheid. it was the first time white officials had permitted blacks to enter vereeniging to make a legal protest, he said, and that in itself was a victory. although they did not meet in today s march, called to protest killings in sebokeng township near here, both men seemed to say that whatever else has happened since the freeing of the congress leader nelson mandela from prison in february, old certainties are gone beyond recall. and bolder political demonstrations by blacks, like today s march in vereeniging, seem to strengthen uncertainty and hatred of blacks among relatively low income whites like mr. erasmus who stand to lose most from black advance and who question mr. de klerk s avowed commitment to a new political order.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990021,South Africa,560,1990,Africa,1,21,30.0,8.0,1990.0,30.0,8.0,1990.0,0.0,Johannesburg,100-999,100+,students,"political behavior, process",,,,crowd dispersal,beatings,,,,,,"township violence the washington post, august 30, 1990, thursday, final edition, first section; page a39; around the nation, 57 words, from news services and staff reports ;","police used birdshot, batons and tear gas to disperse student marches against violence in black townships. three blacks died in new fighting, raising the toll to 518 in less than three weeks. given the police response and the widespread violence these students were marching against, this protest is believed to have at least 100 participants.",'Johannesburg',"'Johannesburg',South Africa",,,,,,,,,,,,,,,,,,,"Johannesburg, Gauteng",-26.204909999999927,28.04006000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990022,South Africa,560,1990,Africa,1,22,22.0,9.0,1990.0,22.0,9.0,1990.0,0.0,Soweto,2000-4999,3000,soweto residents,"political behavior, process",,,,ignore,,,,,,,"zulus held after township deaths the times, september 24, 1990, monday, overseas news, 300 words, from ray kennedy in johannesburg ;","meanwhile, the fragile calm in the townships since the police and army launched its operation iron fist last week is being threatened by the 9pm to 4am curfew that comes into operation tomorrow. about 3,000 people marched in soweto on saturday, and handed a protest note to the mayor warning that they would defy the curfew. but if the townships are beginning gradually to return to normality, it means the delicate negotiation process has survived its sternest test so far.",'Soweto',"'Soweto',South Africa",,,,,,,,,,,,,,,,,,,"Soweto, Orlando West, Johannesburg, Gauteng",-26.231389999999976,27.91924000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601990023,South Africa,560,1990,Africa,1,23,3.0,11.0,1990.0,3.0,11.0,1990.0,0.0,Pretoria,2000-4999,1000s,conservative party supporters,"political behavior, process",,,,ignore,,,,,,,"protesters on opposite sides still defying pretoria the new york times, november 4, 1990, sunday, late edition final, section 1; part 1; page 20; column 1; foreign desk, 521 words, by christopher s. wren, special to the new york times ;","in pretoria, the conservative party, which opposes the dismantling of apartheid, gathered several thousand white supporters for a march to the union buildings, where mr. de klerk s offices are situated, to deliver a petition contending that he had no mandate to dismantle white minority rule. they demanded that he call a new election for white voters. the conservative party contends that mr. de klerk has betrayed whites, and particularly afrikaners, by meeting with the african national congress, which was banned for 30 years. if apartheid cannot be maintained, the conservatives want the country partitioned into separate homelands for whites and blacks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
